tour,year,season,event_completed,event_name,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2017,2017,7/23/17,The Open Championship,"Kisner, Kevin",11328,T54,1,Royal Birkdale GC,541,70,1,1:48 PM,70,,,,,,1.923,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Holmes, J.B.",7959,T54,4,Royal Birkdale GC,541,70,1,9:05 AM,70,,,,,,0.13,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Chang, Yi Keun",18338,T44,4,Royal Birkdale GC,541,70,1,10:20 AM,70,,,,,,0.13,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Rahm, Jon",19195,T44,3,Royal Birkdale GC,541,70,1,12:35 PM,70,,,,,,-0.974,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Rahm, Jon",19195,T44,4,Royal Birkdale GC,541,70,1,10:30 AM,70,,,,,,0.13,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Rose, Justin",6093,T54,4,Royal Birkdale GC,541,70,1,10:10 AM,70,,,,,,0.13,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Walker, Jimmy",7293,T54,3,Royal Birkdale GC,541,70,1,11:55 AM,70,,,,,,-0.974,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Walker, Jimmy",7293,T54,4,Royal Birkdale GC,541,70,1,9:15 AM,70,,,,,,0.13,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Sullivan, Andy",15326,T70,1,Royal Birkdale GC,541,70,1,1:15 PM,70,,,,,,1.923,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Dean, Joseph",16497,T70,3,Royal Birkdale GC,541,70,1,10:50 AM,70,,,,,,-0.974,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Hahn, James",11374,T74,3,Royal Birkdale GC,541,70,1,10:50 AM,70,,,,,,-0.974,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Lorenzo-Vera, Mike",9675,T62,2,Royal Birkdale GC,541,70,1,1:37 PM,70,,,,,,4.026,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Lorenzo-Vera, Mike",9675,T62,3,Royal Birkdale GC,541,70,1,9:40 AM,70,,,,,,-0.974,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Olesen, Thorbjorn",13412,T62,1,Royal Birkdale GC,541,70,1,2:04 PM,70,,,,,,1.923,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Olesen, Thorbjorn",13412,T62,4,Royal Birkdale GC,541,70,1,8:15 AM,70,,,,,,0.13,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Woodland, Gary",12577,T70,1,Royal Birkdale GC,541,70,1,9:25 AM,70,,,,,,1.923,,,,,,,,
pga,2017,2017,8/13/17,PGA Championship,"Harman, Brian",8825,T13,3,Quail Hollow-PGA Championship,241,71,1,12:10 PM,71,-0.727,1.876,-0.587,0.639,1.928,1.2,286,0.714,0.556,0.667,27.308,37.093,2,4
pga,2017,2017,8/13/17,PGA Championship,"Leishman, Marc",7649,T13,2,Quail Hollow-PGA Championship,241,71,1,8:10 AM,71,-1.179,2.782,1.016,-0.017,3.781,2.601,300.6,0.571,0.556,0.556,46.33,32.86,4,5
pga,2017,2017,8/13/17,PGA Championship,"Moore, Ryan",7489,T13,2,Quail Hollow-PGA Championship,241,71,10,8:55 AM,71,-0.349,1.293,0.675,0.982,2.951,2.601,285,0.786,0.667,0.667,105.56,37.575,1,0
pga,2017,2017,8/13/17,PGA Championship,"Moore, Ryan",7489,T13,1,Quail Hollow-PGA Championship,241,71,1,2:05 PM,71,0.214,0.785,1.952,0.785,3.523,3.737,279.8,0.786,0.667,0.714,70.839,26.102,3,1
pga,2017,2017,8/13/17,PGA Championship,"Casey, Paul",7108,T13,4,Quail Hollow-PGA Championship,241,71,1,1:25 PM,71,-0.314,-0.01,-0.37,1.522,1.142,0.827,299.9,0.786,0.667,0.6,48.134,43.571,3,6
pga,2017,2017,8/13/17,PGA Championship,"Hahn, James",11374,T13,3,Quail Hollow-PGA Championship,241,71,1,12:20 PM,71,1.985,-0.753,1.014,-1.045,-0.785,1.2,287.1,0.5,0.611,0.875,40.612,30.967,3,4
pga,2017,2017,8/13/17,PGA Championship,"Leishman, Marc",7649,T13,3,Quail Hollow-PGA Championship,241,71,1,10:20 AM,71,0.155,0.002,0.507,0.535,1.045,1.2,300.9,0.5,0.556,0.5,71.374,31.033,5,3
pga,2017,2017,8/13/17,PGA Championship,"Poulter, Ian",1435,T22,3,Quail Hollow-PGA Championship,241,71,1,11:10 AM,71,0.594,-0.366,1.575,-0.602,0.606,1.2,279.8,0.571,0.556,0.667,56.504,34.819,4,2
pga,2017,2017,8/13/17,PGA Championship,"Poulter, Ian",1435,T22,2,Quail Hollow-PGA Championship,241,71,1,12:55 PM,71,4.193,-1.162,0.304,-0.733,-1.592,2.601,278.9,0.429,0.556,0.667,96.426,34.248,5,3
pga,2017,2017,8/13/17,PGA Championship,"Oosthuizen, Louis",7672,T2,3,Quail Hollow-PGA Championship,241,71,1,1:50 PM,71,0.153,-0.495,2.348,-0.805,1.047,1.2,302.5,0.571,0.611,0.375,29.581,32.076,3,4
pga,2017,2017,8/13/17,PGA Championship,"Stroud, Chris",9604,T9,3,Quail Hollow-PGA Championship,241,71,1,1:50 PM,71,0.669,0.526,0.159,-0.154,0.531,1.2,287.4,0.714,0.556,0.625,71.316,31.153,3,1
pga,2017,2017,8/13/17,PGA Championship,"Kuchar, Matt",6169,T9,1,Quail Hollow-PGA Championship,241,71,1,1:45 PM,71,0.327,3.351,-0.273,0.332,3.41,3.737,286.3,0.5,0.556,0.75,24.348,51.748,5,4
pga,2017,2017,8/13/17,PGA Championship,"Scott, Adam",6430,T61,4,Quail Hollow-PGA Championship,241,71,1,8:35 AM,71,0.486,-0.083,-1.597,2.021,0.341,0.827,309.4,0.571,0.5,0.615,82.014,36.158,8,7
pga,2017,2017,8/13/17,PGA Championship,"Frittelli, Dylan",11955,T63,2,Quail Hollow-PGA Championship,241,71,10,1:00 PM,71,2.407,0.433,-1.409,1.17,0.194,2.601,289,0.786,0.667,0.75,81.464,36.468,1,2
pga,2017,2017,8/13/17,PGA Championship,"Lingmerth, David",14815,T63,3,Quail Hollow-PGA Championship,241,71,1,10:50 AM,71,1.609,-0.043,-0.559,0.194,-0.409,1.2,290.4,0.571,0.556,0.6,51.201,40.414,6,5
pga,2017,2017,8/13/17,PGA Championship,"Fox, Ryan",11889,T54,3,Quail Hollow-PGA Championship,241,71,1,1:30 PM,71,0.426,0.047,0.922,-0.195,0.774,1.2,313.3,0.5,0.556,0.7,46.78,29.045,4,3
pga,2017,2017,8/13/17,PGA Championship,"Scott, Adam",6430,T61,1,Quail Hollow-PGA Championship,241,71,1,1:05 PM,71,-0.603,0.951,2.814,0.575,4.341,3.737,306,0.5,0.722,0.5,44.417,29.62,2,4
pga,2017,2017,8/13/17,PGA Championship,"Kraft, Kelly",15852,T58,3,Quail Hollow-PGA Championship,241,71,1,10:10 AM,71,1.755,0.124,-0.603,-0.075,-0.555,1.2,288.2,0.714,0.5,0.636,83.455,43.552,1,3
pga,2017,2017,8/13/17,PGA Championship,"Rahm, Jon",19195,T58,3,Quail Hollow-PGA Championship,241,71,1,11:20 AM,71,-0.625,0.114,0.142,1.569,1.826,1.2,305.1,0.786,0.667,0.5,166.047,34.962,3,4
pga,2017,2017,8/13/17,PGA Championship,"Henley, Russell",14578,T71,2,Quail Hollow-PGA Championship,241,71,1,7:40 AM,71,1.419,0.685,0.041,0.455,1.182,2.601,290.3,0.571,0.5,0.667,110.847,40.628,3,0
pga,2017,2017,8/13/17,PGA Championship,"Tanihara, Hideto",7046,T67,1,Quail Hollow-PGA Championship,241,71,1,12:35 PM,71,1.554,1.152,0.569,0.461,2.183,3.737,274.5,0.786,0.389,0.667,69.955,41.065,3,2
pga,2017,2017,8/13/17,PGA Championship,"Cantlay, Patrick",15466,T33,2,Quail Hollow-PGA Championship,241,71,1,7:50 AM,71,2.186,-1.012,0.79,0.637,0.415,2.601,298.3,0.714,0.556,0.667,44.309,33.395,3,5
pga,2017,2017,8/13/17,PGA Championship,"Chappell, Kevin",13305,T33,4,Quail Hollow-PGA Championship,241,71,1,11:25 AM,71,-1.943,1.269,0.828,0.672,2.771,0.827,307.5,0.5,0.778,0.571,83.52,21.891,3,4
pga,2017,2017,8/13/17,PGA Championship,"DeChambeau, Bryson",19841,T33,2,Quail Hollow-PGA Championship,241,71,10,9:05 AM,71,1.629,-0.162,0.114,1.02,0.972,2.601,294.1,0.643,0.556,0.727,62.153,33.285,4,1
pga,2017,2017,8/13/17,PGA Championship,"Olesen, Thorbjorn",13412,T44,3,Quail Hollow-PGA Championship,241,71,1,10:50 AM,71,1.129,-1.293,0.562,0.802,0.071,1.2,299.2,0.571,0.667,0.3,98.168,29.38,3,2
pga,2017,2017,8/13/17,PGA Championship,"Kang, Sung",7881,T44,3,Quail Hollow-PGA Championship,241,71,1,1:20 PM,71,1.141,-1.524,1.506,0.077,0.059,1.2,298.3,0.429,0.611,0.333,65.018,36.131,2,4
pga,2017,2017,8/13/17,PGA Championship,"Kang, Sung",7881,T44,2,Quail Hollow-PGA Championship,241,71,10,1:00 PM,71,0.354,0.999,0.339,0.908,2.247,2.601,297.1,0.571,0.667,0.444,88.533,24.867,5,1
pga,2017,2017,8/13/17,PGA Championship,"DeChambeau, Bryson",19841,T33,4,Quail Hollow-PGA Championship,241,71,1,10:45 AM,71,0.063,-0.175,2.137,-1.198,0.764,0.827,285.5,0.571,0.667,0.714,48.579,27.319,4,1
pga,2017,2017,8/13/17,PGA Championship,"Finau, Tony",11676,T44,3,Quail Hollow-PGA Championship,241,71,1,12:30 PM,71,0.863,-1.841,0.666,1.512,0.337,1.2,313,0.5,0.611,0.462,33.88,30.178,5,1
pga,2017,2017,8/13/17,PGA Championship,"An, Byeong Hun",14459,T28,1,Quail Hollow-PGA Championship,241,71,10,1:30 PM,71,0.332,0.193,2.722,0.489,3.405,3.737,300,0.5,0.667,0.375,68.063,26.421,3,6
pga,2017,2017,8/13/17,PGA Championship,"Sterne, Richard",7049,T28,4,Quail Hollow-PGA Championship,241,71,1,12:25 PM,71,1.411,-0.475,0.124,-0.233,-0.584,0.827,297.8,0.571,0.556,0.8,51.272,27.709,4,5
pga,2017,2017,8/13/17,PGA Championship,"Perez, Pat",6762,T28,4,Quail Hollow-PGA Championship,241,71,1,12:25 PM,71,0.808,-1.789,2.531,-0.723,0.019,0.827,277.8,0.643,0.722,0.556,28.262,31.396,1,5
pga,2017,2017,8/13/17,PGA Championship,"Streb, Robert",14852,T22,4,Quail Hollow-PGA Championship,241,71,1,12:55 PM,71,1.051,1.632,-0.169,-1.687,-0.224,0.827,286.4,0.429,0.556,1,105.701,28.279,2,5
pga,2017,2017,8/13/17,PGA Championship,"Lovemark, Jamie",11382,T33,2,Quail Hollow-PGA Championship,241,71,10,9:25 AM,71,2.806,-1.339,-1.207,2.342,-0.205,2.601,307.3,0.714,0.611,0.615,37.156,46.25,9,2
pga,2017,2017,8/13/17,PGA Championship,"O'Hair, Sean",7626,T33,4,Quail Hollow-PGA Championship,241,71,1,11:25 AM,71,0.903,-0.158,-0.613,0.695,-0.076,0.827,297.4,0.571,0.667,0.5,52.676,44.763,3,4
pga,2017,2017,8/13/17,PGA Championship,"O'Hair, Sean",7626,T33,1,Quail Hollow-PGA Championship,241,71,1,2:25 PM,71,1.753,-1.002,0.948,2.038,1.984,3.737,301.5,0.714,0.778,0.571,73.145,31.142,4,1
pga,2017,2017,8/13/17,PGA Championship,"Spieth, Jordan",14636,T28,3,Quail Hollow-PGA Championship,241,71,1,11:00 AM,71,0.07,3.191,-2.376,0.315,1.13,1.2,295.8,0.429,0.444,0.667,36.525,37.15,3,6
pga,2017,2017,8/13/17,PGA Championship,"Hoffman, Charley",5768,T48,2,Quail Hollow-PGA Championship,241,71,1,2:05 PM,71,-1.204,0.873,1.306,1.626,3.806,2.601,298.9,0.571,0.611,0.571,63.988,30.23,4,4
pga,2017,2017,8/13/17,PGA Championship,"Kodaira, Satoshi",13531,T48,1,Quail Hollow-PGA Championship,241,71,1,12:45 PM,71,-0.037,1.978,2.466,-0.669,3.775,3.737,278.6,0.643,0.5,0.5,104.862,34.427,5,4
pga,2017,2017,8/13/17,PGA Championship,"Johnson, Zach",6986,T48,3,Quail Hollow-PGA Championship,241,71,1,11:40 AM,71,2.11,-0.559,1.662,-2.012,-0.91,1.2,282.3,0.643,0.5,0.7,32.466,27.362,6,6
pga,2017,2017,8/13/17,PGA Championship,"Johnson, Zach",6986,T48,1,Quail Hollow-PGA Championship,241,71,10,8:55 AM,71,0.25,1.008,1.684,0.794,3.487,3.737,280.2,0.786,0.667,0.714,70.562,28.263,2,0
pga,2017,2017,4/9/17,Masters Tournament,"Stricker, Steve",4818,T16,3,Augusta National Golf Club,14,72,1,12:10 PM,72,,,,,,0.491,,,,,,,,
pga,2017,2017,4/9/17,Masters Tournament,"Walker, Jimmy",7293,T18,4,Augusta National Golf Club,14,72,1,1:25 PM,72,,,,,,-0.132,,,,,,,,
pga,2017,2017,4/9/17,Masters Tournament,"Wiesberger, Bernd",9531,T43,2,Augusta National Golf Club,14,72,1,8:55 AM,72,,,,,,2.742,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Wise, Aaron",22051,T83,1,TPC Sawgrass,11,72,10,2:13 PM,72,-1.687,-0.289,1.957,-0.677,0.992,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Fitzpatrick, Matt",17646,T83,1,TPC Sawgrass,11,72,1,2:35 PM,72,0.448,-1.479,-1.133,1.307,-1.301,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Van Rooyen, Erik",17550,T83,1,TPC Sawgrass,11,72,10,2:46 PM,72,-1.066,0.172,-1.165,1.363,0.371,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Varner III, Harold",16602,T83,1,TPC Sawgrass,11,72,10,2:35 PM,72,-0.561,0.595,-1.307,0.577,-0.134,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Rodgers, Patrick",16283,T83,1,TPC Sawgrass,11,72,1,12:56 PM,72,-0.155,2.733,-2.821,-0.453,-0.54,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Hughes, Mackenzie",15556,T83,1,TPC Sawgrass,11,72,10,2:46 PM,72,1.712,-1.463,-1.202,0.257,-2.407,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Hadley, Chesson",14967,T83,1,TPC Sawgrass,11,72,10,9:41 AM,72,-0.959,1.06,-0.705,-0.092,0.264,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Putnam, Andrew",14704,T83,1,TPC Sawgrass,11,72,1,2:13 PM,72,1.789,-0.373,-1.911,-0.201,-2.484,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Merritt, Troy",13367,T83,1,TPC Sawgrass,11,72,10,1:40 PM,72,-0.05,-0.569,-1.032,0.955,-0.645,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Piercy, Scott",7899,T83,1,TPC Sawgrass,11,72,1,9:08 AM,72,-0.622,-0.621,0.333,0.214,-0.073,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"McIlroy, Rory",10091,T83,1,TPC Sawgrass,11,72,1,1:51 PM,72,0.637,-1.105,0.485,-0.713,-1.332,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Steele, Brendan",11019,T83,1,TPC Sawgrass,11,72,10,2:02 PM,72,-0.908,0.823,-0.53,-0.081,0.213,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Brown, Scott",11330,T83,1,TPC Sawgrass,11,72,1,7:51 AM,72,-3.329,1.486,0.291,0.856,2.634,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Garnett, Brice",11451,T83,1,TPC Sawgrass,11,72,1,8:13 AM,72,-1.225,-0.966,1.365,0.13,0.53,-0.699,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Lee, Danny",11826,T83,1,TPC Sawgrass,11,72,1,9:30 AM,72,2.476,-3.388,1.306,-1.09,-3.171,-0.699,,,,,,,,
pga,2020,2020,8/9/20,PGA Championship,"Scott, Adam",6430,T22,2,TPC Harding Park,895,70,10,8:22 AM,70,0.988,0.9,-1.221,0.662,0.341,1.329,291.9,0.714,0.667,0.667,44.73,35.193,5,3
pga,2020,2020,8/9/20,PGA Championship,"Scott, Adam",6430,T22,3,TPC Harding Park,895,70,1,12:30 PM,70,1.197,-0.332,-0.131,-0.317,-0.779,0.418,295.6,0.5,0.556,0.556,86.078,31.517,3,2
pga,2020,2020,8/9/20,PGA Championship,"Frittelli, Dylan",11955,T33,1,TPC Harding Park,895,70,1,7:22 AM,70,-0.28,0.505,0.376,0.514,1.395,1.115,286.1,0.571,0.611,0.5,86.984,32.799,2,3
pga,2020,2020,8/9/20,PGA Championship,"McIlroy, Rory",10091,T33,1,TPC Harding Park,895,70,10,8:33 AM,70,-0.659,-0.049,1.874,-0.051,1.774,1.115,303.7,0.429,0.778,0.4,44.243,28.266,3,4
pga,2020,2020,8/9/20,PGA Championship,"Oosthuizen, Louis",7672,T33,3,TPC Harding Park,895,70,1,8:30 AM,70,0.02,0.026,-0.174,0.545,0.398,0.418,294.6,0.571,0.778,0.5,33.174,35.927,2,2
pga,2020,2020,8/9/20,PGA Championship,"Oosthuizen, Louis",7672,T33,1,TPC Harding Park,895,70,10,8:44 AM,70,0.457,0.805,-0.656,0.509,0.658,1.115,286.3,0.5,0.611,0.75,71.534,30.522,2,1
pga,2020,2020,8/9/20,PGA Championship,"Redman, Doc",24481,T29,3,TPC Harding Park,895,70,1,10:40 AM,70,0.277,-0.229,-0.126,0.495,0.141,0.418,290.9,0.714,0.611,0.625,39.955,26.142,3,3
pga,2020,2020,8/9/20,PGA Championship,"Matsuyama, Hideki",13562,T22,1,TPC Harding Park,895,70,1,1:36 PM,70,-0.703,2.344,0.209,-0.735,1.818,1.115,296.1,0.214,0.667,0.667,35.103,33.643,3,2
pga,2020,2020,8/9/20,PGA Championship,"Matsuyama, Hideki",13562,T22,4,TPC Harding Park,895,70,1,12:20 PM,70,-0.866,0.367,-0.793,0.546,0.119,-0.747,296.9,0.5,0.5,0.583,77.484,25.86,3,3
pga,2020,2020,8/9/20,PGA Championship,"Perez, Victor",20730,T22,1,TPC Harding Park,895,70,1,8:50 AM,70,0.434,0.117,-0.203,0.767,0.681,1.115,286.4,0.571,0.778,0.5,108.064,30.409,5,2
pga,2020,2020,8/9/20,PGA Championship,"Varner III, Harold",16602,T29,4,TPC Harding Park,895,70,1,11:40 AM,70,-1.053,0.089,-0.064,0.282,0.306,-0.747,298.7,0.571,0.667,0.429,80.533,27.282,0,2
pga,2020,2020,8/9/20,PGA Championship,"Fleetwood, Tommy",12294,T29,3,TPC Harding Park,895,70,1,3:00 PM,70,0.069,0.9,-0.58,0.028,0.349,0.418,304.9,0.357,0.722,0.6,21.389,50.151,3,2
pga,2020,2020,8/9/20,PGA Championship,"Fleetwood, Tommy",12294,T29,1,TPC Harding Park,895,70,1,1:36 PM,70,0.85,-0.123,-0.764,1.152,0.265,1.115,301.7,0.5,0.722,0.375,70.271,40.644,5,2
pga,2020,2020,8/9/20,PGA Championship,"Day, Jason",9771,T4,3,TPC Harding Park,895,70,1,2:50 PM,70,-0.463,1.219,0.447,-0.786,0.881,0.418,291.7,0.429,0.667,0.571,38.217,35.834,2,5
pga,2020,2020,8/9/20,PGA Championship,"Finau, Tony",11676,T4,2,TPC Harding Park,895,70,1,12:52 PM,70,0.585,-0.953,0.304,1.393,0.744,1.329,304,0.429,0.667,0.5,53.657,31.034,4,1
pga,2020,2020,8/9/20,PGA Championship,"DeChambeau, Bryson",19841,T4,2,TPC Harding Park,895,70,10,8:22 AM,70,-1.067,-0.089,1.866,0.619,2.396,1.329,319.7,0.286,0.722,0.429,36.123,33.764,2,4
pga,2020,2020,8/9/20,PGA Championship,"Schauffele, Xander",19895,T10,2,TPC Harding Park,895,70,1,1:14 PM,70,0.204,-0.826,0.994,0.957,1.125,1.329,306.6,0.286,0.667,0.625,71.255,33.699,2,1
pga,2020,2020,8/9/20,PGA Championship,"Rose, Justin",6093,9,3,TPC Harding Park,895,70,1,2:40 PM,70,1.147,-0.202,-0.763,0.235,-0.729,0.418,293.4,0.5,0.667,0.556,67.62,34.321,5,3
pga,2020,2020,8/9/20,PGA Championship,"Todd, Brendon",12425,T17,2,TPC Harding Park,895,70,1,8:50 AM,70,0.923,0.546,-0.789,0.649,0.406,1.329,281.9,0.714,0.667,0.857,41.713,34.99,1,1
pga,2020,2020,8/9/20,PGA Championship,"Rahm, Jon",19195,T13,1,TPC Harding Park,895,70,1,1:58 PM,70,0.553,1.438,-0.945,0.069,0.562,1.115,302.3,0.357,0.556,0.8,53.041,39.239,0,2
pga,2020,2020,8/9/20,PGA Championship,"Berger, Daniel",17606,T13,3,TPC Harding Park,895,70,1,2:50 PM,70,-2.257,0.929,0.65,1.095,2.675,0.418,297.4,0.571,0.722,0.5,42.072,39.284,2,4
pga,2020,2020,8/9/20,PGA Championship,"Reed, Patrick",14838,T13,2,TPC Harding Park,895,70,10,7:49 AM,70,-1.419,2.387,0.906,-0.545,2.748,1.329,284.6,0.5,0.611,0.727,42.004,40.642,1,4
pga,2020,2020,8/9/20,PGA Championship,"Champ, Cameron",23542,T10,4,TPC Harding Park,895,70,1,1:40 PM,70,-0.471,-0.745,-0.197,0.667,-0.276,-0.747,325.3,0.429,0.833,0.4,68.89,35.826,7,4
pga,2020,2020,8/9/20,PGA Championship,"Frittelli, Dylan",11955,T33,3,TPC Harding Park,895,70,1,1:20 PM,70,-0.546,0.702,0.55,-0.289,0.964,0.418,296.3,0.571,0.611,0.571,53.552,29.32,3,4
pga,2020,2020,8/9/20,PGA Championship,"Herbert, Lucas",17064,CUT,2,TPC Harding Park,895,70,1,9:01 AM,70,1.623,0.366,-1.511,0.851,-0.294,1.329,297.7,0.429,0.611,0.7,58.617,48.234,3,1
pga,2020,2020,8/9/20,PGA Championship,"Piercy, Scott",7899,CUT,1,TPC Harding Park,895,70,10,9:17 AM,70,0.877,-1.293,2.405,-0.874,0.238,1.115,277.3,0.429,0.611,0.5,18.765,44.32,3,6
pga,2020,2020,8/9/20,PGA Championship,"Jones, Matt",8605,CUT,1,TPC Harding Park,895,70,10,1:31 PM,70,0.858,0.72,-0.45,-0.013,0.257,1.115,288,0.429,0.611,0.5,70.62,34.484,3,2
pga,2020,2020,8/9/20,PGA Championship,"Fitzpatrick, Matt",17646,CUT,2,TPC Harding Park,895,70,1,2:09 PM,70,-0.185,-0.152,0.45,1.216,1.514,1.329,290.7,0.643,0.722,0.625,48.682,33.378,8,2
pga,2020,2020,8/9/20,PGA Championship,"Na, Kevin",7452,CUT,1,TPC Harding Park,895,70,1,1:14 PM,70,1.526,0.084,-0.101,-0.394,-0.411,1.115,276.3,0.714,0.389,0.667,71.829,31.403,3,3
pga,2020,2020,8/9/20,PGA Championship,"Dufner, Jason",7301,CUT,1,TPC Harding Park,895,70,10,7:38 AM,70,-0.985,0.88,0.397,0.823,2.1,1.115,275.6,0.857,0.667,0.8,,27.858,5,4
pga,2020,2020,8/9/20,PGA Championship,"Stenson, Henrik",5994,CUT,1,TPC Harding Park,895,70,10,8:00 AM,70,0.183,0.023,0.909,0,0.932,1.115,272.2,0.571,0.667,0.5,113.679,26.677,2,4
pga,2020,2020,8/9/20,PGA Championship,"Kang, Sung",7881,79,1,TPC Harding Park,895,70,1,7:22 AM,70,-0.44,-0.634,1.743,0.446,1.555,1.115,282.6,0.571,0.778,0.75,36.998,32.26,0,2
pga,2020,2020,8/9/20,PGA Championship,"Wallace, Matt",20706,T77,2,TPC Harding Park,895,70,10,8:55 AM,70,-1.865,0.486,2.008,0.7,3.194,1.329,296.8,0.357,0.722,0.556,44.087,31.543,2,2
pga,2020,2020,8/9/20,PGA Championship,"Leishman, Marc",7649,CUT,1,TPC Harding Park,895,70,1,2:20 PM,70,1.42,1.084,-1.476,0.087,-0.305,1.115,287.5,0.5,0.611,0.833,37.367,35.248,2,2
pga,2020,2020,8/9/20,PGA Championship,"Bezuidenhout, Christiaan",18103,CUT,2,TPC Harding Park,895,70,10,7:05 AM,70,1.471,1.403,-0.29,-1.255,-0.142,1.329,268.4,0.5,0.556,0.778,78.441,33.162,4,4
pga,2020,2020,8/9/20,PGA Championship,"Kim, Chan",15004,CUT,2,TPC Harding Park,895,70,1,8:39 AM,70,0.369,1.201,-0.679,0.438,0.96,1.329,303.9,0.643,0.611,0.625,55.455,34.797,5,5
pga,2020,2020,8/9/20,PGA Championship,"Ortiz, Carlos",14735,CUT,2,TPC Harding Park,895,70,10,12:58 PM,70,-0.669,1.372,0.989,-0.363,1.998,1.329,286.7,0.429,0.5,0.909,40.958,33.569,1,4
pga,2020,2020,8/9/20,PGA Championship,"Ishikawa, Ryo",12232,CUT,2,TPC Harding Park,895,70,10,1:42 PM,70,1.893,0.168,1.815,-2.547,-0.564,1.329,273.8,0.214,0.556,0.714,79.673,20.947,5,5
pga,2020,2020,8/9/20,PGA Championship,"Kim, Tom",24766,CUT,1,TPC Harding Park,895,70,10,8:55 AM,70,-1.367,0.23,1.536,0.716,2.482,1.115,281.1,0.643,0.667,0.857,80.427,20.368,2,3
pga,2020,2020,8/9/20,PGA Championship,"Poston, J.T.",21554,T75,4,TPC Harding Park,895,70,1,7:20 AM,70,0.067,-2.09,0.197,1.08,-0.814,-0.747,291.2,0.786,0.556,0.545,73.932,32.064,2,3
pga,2020,2020,8/9/20,PGA Championship,"Ancer, Abraham",18238,T43,2,TPC Harding Park,895,70,1,2:20 PM,70,0.017,-0.956,1.306,0.962,1.312,1.329,289.7,0.5,0.611,0.5,56.466,31.011,1,1
pga,2020,2020,8/9/20,PGA Championship,"Smith, Cameron",15856,T43,4,TPC Harding Park,895,70,1,10:10 AM,70,0.078,-0.317,0.785,-1.292,-0.825,-0.747,288.2,0.357,0.722,0.667,55.326,28.549,2,1
pga,2020,2020,8/9/20,PGA Championship,"Smith, Cameron",15856,T43,3,TPC Harding Park,895,70,1,10:40 AM,70,-0.555,1.776,-0.755,-0.049,0.973,0.418,292.1,0.571,0.667,0.889,61.77,35.9,3,1
pga,2020,2020,8/9/20,PGA Championship,"Hubbard, Mark",16333,T51,4,TPC Harding Park,895,70,1,9:10 AM,70,0.356,-0.873,0.435,-0.664,-1.103,-0.747,279.4,0.643,0.556,0.667,30.502,28.194,2,2
pga,2020,2020,8/9/20,PGA Championship,"Hubbard, Mark",16333,T51,3,TPC Harding Park,895,70,1,9:20 AM,70,-0.374,-0.232,1.565,-0.542,0.792,0.418,284.1,0.5,0.722,0.714,31.527,29.605,3,4
pga,2020,2020,8/9/20,PGA Championship,"Hubbard, Mark",16333,T51,1,TPC Harding Park,895,70,10,2:26 PM,70,1.971,-0.538,-0.516,0.198,-0.856,1.115,282.2,0.571,0.611,0.625,76.708,37.996,2,2
